Fecha denuncia,Via de ingreso,Departamento,Motivo 1,Motivo 2,Motivo 3,Derivacion ext 1,Derivacion ext 2
2023-04-18,Teléfono,Rivera,Otros,Sin Dato,Sin Dato,GD-Rivera,Sin Dato
2023-04-19,Web,Montevideo,Otros,Sin Dato,Sin Dato,GD-Montevideo,Sin Dato
2023-04-19,Web,Canelones,Residuos asimilables a urbanos,Sin Dato,Sin Dato,GD-Canelones,Sin Dato
2023-04-19,Web,Tacuarembó,Otros,Sin Dato,Sin Dato,Sin Dato,Sin Dato
2023-04-19,Web,Soriano,"Olores molestos provenientes de industrias, saneamiento, establecimientos de engorde a corral, vertederos,gestores de residuos, otros",Sin Dato,Sin Dato,Sin Dato,Sin Dato
2023-04-19,Web,Montevideo,Residuos asimilables a urbanos,Sin Dato,Sin Dato,GD-Montevideo,Sin Dato
2023-04-19,Web,Montevideo,"Caza, tenencia y venta ilegal de fauna",Sin Dato,Sin Dato,Sin Dato,Sin Dato
2023-04-20,Web,Montevideo,Residuos asimilables a urbanos,Sin Dato,Sin Dato,GD-Montevideo,Sin Dato
2023-04-20,Web,Florida,Residuos asimilables a urbanos,Sin Dato,Sin Dato,Sin Dato,Sin Dato
2023-04-20,Web,San José,"Caza, tenencia y venta ilegal de fauna",Sin Dato,Sin Dato,Sin Dato,Sin Dato
2023-04-20,Web,Montevideo,Residuos asimilables a urbanos,Sin Dato,Sin Dato,GD-Montevideo,Sin Dato
2023-04-21,Web,Montevideo,"Caza, tenencia y venta ilegal de fauna",Sin Dato,Sin Dato,Sin Dato,Sin Dato
2023-04-22,Web,Cerro Largo,"Vertidos de efluentes de locales comerciales, residencias",Sin Dato,Sin Dato,GD-Cerro Largo,Sin Dato
2023-04-23,Web,Maldonado,Afectación de humedales y/o áreas de interés ecosistémico,Sin Dato,Sin Dato,MGAP-Dir. Forestal,Sin Dato
2023-04-23,Web,Colonia,Ruidos de comercios y residencias. Otros ruidos,Sin Dato,Sin Dato,GD-Colonia,Sin Dato
2023-04-23,Web,Canelones,Ruidos de comercios y residencias. Otros ruidos,Sin Dato,Sin Dato,GD-Canelones,Sin Dato
2023-04-23,Web,Canelones,Residuos asimilables a urbanos,"Emisiones de chimenea hoteles, residencias, comercios",Sin Dato,GD-Canelones,Sin Dato
2023-04-23,Web,Cerro Largo,"Residuos industriales, especiales y otros",Sin Dato,Sin Dato,Sin Dato,Sin Dato
2023-04-24,Web,Montevideo,"Olores molestos provenientes de comercios, residencias",Sin Dato,Sin Dato,Sin Dato,Sin Dato
2023-04-24,Web,Tacuarembó,"Olores molestos provenientes de comercios, residencias",Sin Dato,Sin Dato,GD-Tacuarembó,Sin Dato
2023-04-24,Teléfono,Colonia,Ruidos de industrias,Sin Dato,Sin Dato,Sin Dato,Sin Dato
2023-04-25,Web,Colonia,Ruidos de industrias,Sin Dato,Sin Dato,Sin Dato,Sin Dato
2023-04-24,Web,Maldonado,Emisiones de chimenea y polvo (material particulado) de industrias,Sin Dato,Sin Dato,Sin Dato,Sin Dato
2023-04-24,Web,Maldonado,Emisiones de chimenea y polvo (material particulado) de industrias,Sin Dato,Sin Dato,Sin Dato,Sin Dato
2023-04-24,Web,Maldonado,Tala de Monte Nativo y/o otras especies autóctonas,Sin Dato,Sin Dato,Sin Dato,Sin Dato
2023-04-24,Web,Maldonado,Tala de Monte Nativo y/o otras especies autóctonas,Sin Dato,Sin Dato,Sin Dato,Sin Dato
2023-04-24,Web,Canelones,"Vertidos de efluentes de locales comerciales, residencias",Sin Dato,Sin Dato,GD-Canelones,Sin Dato
2023-04-25,Web,Tacuarembó,"Caza, tenencia y venta ilegal de fauna",Sin Dato,Sin Dato,Sin Dato,Sin Dato
2023-04-18,Web,Rocha,Construcciones irregulares en faja de defensa de costas,Sin Dato,Sin Dato,Sin Dato,Sin Dato
2023-04-25,Web,Maldonado,Tala de Monte Nativo y/o otras especies autóctonas,Otros,Sin Dato,Sin Dato,Sin Dato
2023-04-25,Web,Maldonado,Tala de Monte Nativo y/o otras especies autóctonas,Otros,Sin Dato,Sin Dato,Sin Dato
2023-04-25,Web,Tacuarembó,"Caza, tenencia y venta ilegal de fauna",Sin Dato,Sin Dato,Sin Dato,Sin Dato
2023-04-26,Correo electrónico,Soriano,"Olores molestos provenientes de industrias, saneamiento, establecimientos de engorde a corral, vertederos,gestores de residuos, otros",Sin Dato,Sin Dato,Sin Dato,Sin Dato
2023-04-26,Web,San José,Tala de Monte Nativo y/o otras especies autóctonas,Sin Dato,Sin Dato,GD-San José,Sin Dato
2023-04-26,Web,San José,Vehículos en faja defensa de costa,Sin Dato,Sin Dato,Sin Dato,Sin Dato
2023-04-26,Web,Montevideo,Otros,Sin Dato,Sin Dato,GD-Montevideo,Sin Dato
2023-04-26,Web,Montevideo,"Emisiones de chimenea hoteles, residencias, comercios",Sin Dato,Sin Dato,GD-Montevideo,Sin Dato
2023-04-27,Web,Soriano,"Olores molestos provenientes de industrias, saneamiento, establecimientos de engorde a corral, vertederos,gestores de residuos, otros",Sin Dato,Sin Dato,Sin Dato,Sin Dato
2023-04-27,Web,Maldonado,"Extracción de minerales en canteras, faja defensa de costas, área fiscal",Sin Dato,Sin Dato,MTOP,MIEM-DINAMIGE
2023-04-27,Web,Colonia,Contaminación por agroquímicos,Sin Dato,Sin Dato,GD-Colonia,Sin Dato
2023-04-27,Correo electrónico,Montevideo,Otros,Sin Dato,Sin Dato,Sin Dato,Sin Dato
2023-04-27,Correo electrónico,Treinta y Tres,Contaminación cuerpo de agua,Sin Dato,Sin Dato,Sin Dato,Sin Dato
2023-04-27,Web,San José,"Caza, tenencia y venta ilegal de fauna",Sin Dato,Sin Dato,Sin Dato,Sin Dato
2023-04-28,Web,Montevideo,"Vertidos de efluentes de locales comerciales, residencias",Sin Dato,Sin Dato,GD-Montevideo,Sin Dato
2023-04-28,Web,Canelones,Residuos asimilables a urbanos,Sin Dato,Sin Dato,GD-Canelones,Sin Dato
2023-04-29,Web,Rivera,Ruidos de comercios y residencias. Otros ruidos,Sin Dato,Sin Dato,GD-Rivera,Sin Dato
2023-05-01,Web,Colonia,Ruidos de comercios y residencias. Otros ruidos,Sin Dato,Sin Dato,GD-Colonia,Sin Dato
2023-05-01,Web,Montevideo,Otros,Sin Dato,Sin Dato,GD-Montevideo,Sin Dato
2023-05-02,Web,Rocha,Afectación de humedales y/o áreas de interés ecosistémico,Sin Dato,Sin Dato,GD-Rocha,Sin Dato
2023-05-02,Web,Rocha,Afectación de humedales y/o áreas de interés ecosistémico,Sin Dato,Sin Dato,GD-Rocha,Sin Dato
2023-05-02,Web,Durazno,"Olores molestos provenientes de industrias, saneamiento, establecimientos de engorde a corral, vertederos,gestores de residuos, otros",Ruidos de industrias,Sin Dato,Sin Dato,Sin Dato
2023-05-02,Web,Montevideo,"Olores molestos provenientes de industrias, saneamiento, establecimientos de engorde a corral, vertederos,gestores de residuos, otros",Sin Dato,Sin Dato,Sin Dato,Sin Dato
2023-05-02,Correo electrónico,Montevideo,Emisiones de chimenea y polvo (material particulado) de industrias,Otros,Sin Dato,Sin Dato,Sin Dato
2023-05-02,Web,Canelones,Tala de Monte Nativo y/o otras especies autóctonas,Actividades en Áreas protegidas no autorizadas,Sin Dato,Sin Dato,Sin Dato
2023-05-03,Teléfono,Maldonado,Vertidos de efluentes industriales,Sin Dato,Sin Dato,Sin Dato,Sin Dato
2023-05-02,Web,Colonia,Tala de Monte Nativo y/o otras especies autóctonas,Sin Dato,Sin Dato,Sin Dato,Sin Dato
2023-05-04,Web,Colonia,"Olores molestos provenientes de comercios, residencias",Sin Dato,Sin Dato,GD-Colonia,Sin Dato
2023-05-04,Web,Canelones,"Vertidos de efluentes de locales comerciales, residencias",Sin Dato,Sin Dato,GD-Canelones,Sin Dato
2023-05-04,Web,Canelones,"Vertidos de efluentes de locales comerciales, residencias",Sin Dato,Sin Dato,GD-Canelones,Sin Dato
2023-05-04,Web,Florida,"Caza, tenencia y venta ilegal de fauna",Sin Dato,Sin Dato,Sin Dato,Sin Dato
2023-05-04,Web,Montevideo,"Caza, tenencia y venta ilegal de fauna",Sin Dato,Sin Dato,Sin Dato,Sin Dato
2023-05-04,Web,Rocha,Otras actividades irregulares en faja de defensa de costas,Sin Dato,Sin Dato,Sin Dato,Sin Dato
2023-05-05,Web,Canelones,Residuos asimilables a urbanos,Sin Dato,Sin Dato,GD-Canelones,Sin Dato
2023-05-05,Web,Maldonado,Otros,Sin Dato,Sin Dato,Sin Dato,Sin Dato
2023-05-05,Web,San José,Ruidos de comercios y residencias. Otros ruidos,Sin Dato,Sin Dato,GD-San José,Sin Dato
2023-05-05,Web,Rocha,Otras actividades irregulares en faja de defensa de costas,Sin Dato,Sin Dato,Sin Dato,Sin Dato
2023-05-07,Web,Maldonado,Otras actividades irregulares en faja de defensa de costas,Sin Dato,Sin Dato,GD-Maldonado,PNN
2023-05-07,Web,Montevideo,Otros,Sin Dato,Sin Dato,Sin Dato,Sin Dato
2023-05-08,Personal,Montevideo,"Caza, tenencia y venta ilegal de fauna",Sin Dato,Sin Dato,Sin Dato,Sin Dato
2023-05-09,Web,Salto,"Vertidos de efluentes de locales comerciales, residencias",Sin Dato,Sin Dato,OSE,Sin Dato
2023-05-09,Teléfono,Canelones,Vertidos de efluentes industriales,Sin Dato,Sin Dato,OSE,Sin Dato
2023-05-09,Web,San José,Vertidos de efluentes industriales,Sin Dato,Sin Dato,Sin Dato,Sin Dato
2023-05-09,Web,Montevideo,Otros,Sin Dato,Sin Dato,Sin Dato,Sin Dato
2023-05-09,Web,Montevideo,"Caza, tenencia y venta ilegal de fauna",Sin Dato,Sin Dato,Sin Dato,Sin Dato
2023-05-12,Web,Canelones,"Caza, tenencia y venta ilegal de fauna",Sin Dato,Sin Dato,Sin Dato,Sin Dato
2023-05-12,Web,Canelones,Otros,Sin Dato,Sin Dato,GD-Canelones,Sin Dato
2023-05-13,Web,Colonia,Emisiones de chimenea y polvo (material particulado) de industrias,Sin Dato,Sin Dato,Sin Dato,Sin Dato
2023-05-13,Web,Montevideo,"Emisiones de chimenea hoteles, residencias, comercios",Sin Dato,Sin Dato,GD-Montevideo,Sin Dato
2023-05-14,Web,Montevideo,Residuos asimilables a urbanos,Sin Dato,Sin Dato,GD-Montevideo,Sin Dato
2023-05-15,Web,Maldonado,Residuos asimilables a urbanos,Sin Dato,Sin Dato,GD-Maldonado,Sin Dato
2023-05-15,Web,Salto,"Vertidos de efluentes de locales comerciales, residencias",Sin Dato,Sin Dato,OSE,Sin Dato
2023-05-15,Web,Rocha,Afectación de humedales y/o áreas de interés ecosistémico,Sin Dato,Sin Dato,GD-Rocha,Sin Dato
2023-05-15,Web,San José,Sustancias peligrosas,Sin Dato,Sin Dato,MGAP-DGSA,MSP
2023-05-15,Web,Montevideo,Residuos asimilables a urbanos,Sin Dato,Sin Dato,GD-Montevideo,Sin Dato
2023-05-15,Web,Maldonado,Otras actividades irregulares en faja de defensa de costas,Sin Dato,Sin Dato,Sin Dato,Sin Dato
2023-05-15,Web,Rocha,Afectación de humedales y/o áreas de interés ecosistémico,Sin Dato,Sin Dato,GD-Rocha,Sin Dato
2023-05-16,Web,Maldonado,"Residuos industriales, especiales y otros",Sin Dato,Sin Dato,Sin Dato,Sin Dato
2023-05-16,Web,Canelones,"Vertidos de efluentes de locales comerciales, residencias",Sin Dato,Sin Dato,MSP,Sin Dato
2023-05-16,Web,Canelones,"Vertidos de efluentes de locales comerciales, residencias",Sin Dato,Sin Dato,Sin Dato,Sin Dato
2023-05-16,Web,Canelones,"Vertidos de efluentes de locales comerciales, residencias",Sin Dato,Sin Dato,Sin Dato,Sin Dato
2023-05-16,Web,Canelones,"Vertidos de efluentes de locales comerciales, residencias",Sin Dato,Sin Dato,Sin Dato,Sin Dato
2023-05-16,Web,Canelones,"Vertidos de efluentes de locales comerciales, residencias",Sin Dato,Sin Dato,OSE,Sin Dato
2023-05-16,Web,Canelones,"Vertidos de efluentes de locales comerciales, residencias",Sin Dato,Sin Dato,OSE,Sin Dato
2023-05-16,Web,Canelones,"Vertidos de efluentes de locales comerciales, residencias",Sin Dato,Sin Dato,Sin Dato,Sin Dato
2023-05-16,Web,Canelones,"Vertidos de efluentes de locales comerciales, residencias",Sin Dato,Sin Dato,Sin Dato,Sin Dato
2023-05-16,Web,Canelones,"Vertidos de efluentes de locales comerciales, residencias",Sin Dato,Sin Dato,MSP,Sin Dato
2023-05-16,Web,Canelones,"Vertidos de efluentes de locales comerciales, residencias",Sin Dato,Sin Dato,OSE,Sin Dato
2023-05-16,Correo electrónico,Rocha,Afectación de humedales y/o áreas de interés ecosistémico,Sin Dato,Sin Dato,Sin Dato,Sin Dato
2023-05-16,Web,Canelones,"Residuos industriales, especiales y otros",Sin Dato,Sin Dato,Sin Dato,Sin Dato
2023-05-17,Correo electrónico,Canelones,"Caza, tenencia y venta ilegal de fauna",Sin Dato,Sin Dato,Sin Dato,Sin Dato
2023-05-17,Correo electrónico,Canelones,Otros,Sin Dato,Sin Dato,DINAGUA,Sin Dato
2023-05-17,Web,Canelones,"Caza, tenencia y venta ilegal de fauna",Sin Dato,Sin Dato,Sin Dato,Sin Dato
2023-05-18,Web,Rocha,Afectación de humedales y/o áreas de interés ecosistémico,Sin Dato,Sin Dato,GD-Rocha,Sin Dato
2023-05-18,Web,Montevideo,Residuos asimilables a urbanos,Sin Dato,Sin Dato,GD-Montevideo,Sin Dato
2023-05-18,Web,Soriano,"Vertidos de efluentes de locales comerciales, residencias",Sin Dato,Sin Dato,GD-Soriano,Sin Dato
2023-05-18,Web,Canelones,Extracción de minerales en alvéo de curso de agua,Sin Dato,Sin Dato,GD-Canelones,Sin Dato
2023-05-19,Web,Canelones,"Olores molestos provenientes de comercios, residencias",Sin Dato,Sin Dato,GD-Canelones,Sin Dato
2023-05-17,Personal,Cerro Largo,"Olores molestos provenientes de comercios, residencias",Sin Dato,Sin Dato,Sin Dato,Sin Dato
2023-05-19,Web,Cerro Largo,Residuos asimilables a urbanos,Sin Dato,Sin Dato,GD-Cerro Largo,Sin Dato
2023-05-20,Web,Montevideo,Residuos asimilables a urbanos,Sin Dato,Sin Dato,GD-Montevideo,Sin Dato
2023-05-20,Web,Tacuarembó,"Caza, tenencia y venta ilegal de fauna",Sin Dato,Sin Dato,Sin Dato,Sin Dato
2023-05-21,Web,Montevideo,Residuos asimilables a urbanos,Sin Dato,Sin Dato,GD-Montevideo,Sin Dato
2023-05-23,Personal,Durazno,"Vertidos de efluentes de locales comerciales, residencias",Sin Dato,Sin Dato,Sin Dato,Sin Dato
2023-05-20,Web,Canelones,"Olores molestos provenientes de comercios, residencias",Sin Dato,Sin Dato,Sin Dato,Sin Dato
2023-05-23,Web,Maldonado,Afectación de humedales y/o áreas de interés ecosistémico,Sin Dato,Sin Dato,Sin Dato,Sin Dato
2023-05-24,Web,Maldonado,Residuos asimilables a urbanos,Sin Dato,Sin Dato,GD-Maldonado,Sin Dato
2023-05-25,Web,Rocha,"Olores molestos provenientes de comercios, residencias",Sin Dato,Sin Dato,GD-Rocha,MSP
2023-05-26,Web,Maldonado,Ruidos de industrias,Sin Dato,Sin Dato,GD-Maldonado,Sin Dato
2023-05-26,Web,Rocha,Otras actividades irregulares en faja de defensa de costas,Sin Dato,Sin Dato,PNN,Sin Dato
2023-05-26,Correo electrónico,Soriano,Otras actividades irregulares en faja de defensa de costas,Sin Dato,Sin Dato,MGAP-RENARE,Sin Dato
2023-05-23,Correo electrónico,Canelones,Otras actividades irregulares en faja de defensa de costas,Sin Dato,Sin Dato,GD-Canelones,PNN
2023-05-27,Web,Canelones,"Olores molestos provenientes de comercios, residencias",Sin Dato,Sin Dato,GD-Canelones,Sin Dato
2023-05-27,Web,Rocha,"Olores molestos provenientes de comercios, residencias",Sin Dato,Sin Dato,GD-Rocha,MSP
2023-05-28,Web,Tacuarembó,Otros,Sin Dato,Sin Dato,GD-Tacuarembó,Sin Dato
2023-05-29,Web,Canelones,Residuos asimilables a urbanos,Sin Dato,Sin Dato,GD-Canelones,Sin Dato
2023-05-29,Web,Treinta y Tres,Contaminación cuerpo de agua,Presencia de cianobacterias,Sin Dato,Sin Dato,Sin Dato
2023-05-29,Web,Maldonado,"Vertidos de efluentes de locales comerciales, residencias",Ruidos de comercios y residencias. Otros ruidos,Sin Dato,GD-Maldonado,Sin Dato
2023-05-29,Web,Montevideo,Otros,Sin Dato,Sin Dato,GD-Montevideo,Sin Dato
2023-05-29,Web,Rivera,Residuos asimilables a urbanos,Sin Dato,Sin Dato,GD-Rivera,Sin Dato
2023-05-29,Web,Cerro Largo,"Vertidos de efluentes de locales comerciales, residencias",Sin Dato,Sin Dato,GD-Cerro Largo,Sin Dato
2023-05-30,Web,Rocha,"Olores molestos provenientes de comercios, residencias",Sin Dato,Sin Dato,GD-Rocha,MSP
2023-05-30,Web,Montevideo,Actividades en Áreas protegidas no autorizadas,Sin Dato,Sin Dato,Sin Dato,Sin Dato
2023-05-30,Web,Canelones,"Caza, tenencia y venta ilegal de fauna",Sin Dato,Sin Dato,Sin Dato,Sin Dato
2023-05-30,Web,Canelones,Vertidos de efluentes de saneamiento de Cooperativas de Vivienda,Sin Dato,Sin Dato,GD-Canelones,Sin Dato
2023-05-30,Web,Florida,Vertidos de efluentes de saneamiento de Cooperativas de Vivienda,Sin Dato,Sin Dato,GD-Florida,Sin Dato
2023-05-31,Web,Tacuarembó,"Residuos industriales, especiales y otros",Sin Dato,Sin Dato,Sin Dato,Sin Dato
2023-05-29,Web,Canelones,Ruidos de comercios y residencias. Otros ruidos,Sin Dato,Sin Dato,GD-Canelones,Sin Dato
2023-05-30,Web,Salto,"Olores molestos provenientes de industrias, saneamiento, establecimientos de engorde a corral, vertederos,gestores de residuos, otros",Sin Dato,Sin Dato,Sin Dato,Sin Dato
2023-05-30,Web,Maldonado,Otras actividades irregulares en faja de defensa de costas,Sin Dato,Sin Dato,Sin Dato,Sin Dato
2023-05-31,Web,Canelones,Ruidos de comercios y residencias. Otros ruidos,Sin Dato,Sin Dato,GD-Canelones,MTSS
2023-06-01,Teléfono,Canelones,"Olores molestos provenientes de industrias, saneamiento, establecimientos de engorde a corral, vertederos,gestores de residuos, otros",Sin Dato,Sin Dato,Sin Dato,Sin Dato
2023-06-01,Web,Canelones,"Residuos industriales, especiales y otros",Sin Dato,Sin Dato,IRCA,Sin Dato
2023-06-01,Web,Maldonado,Otras actividades irregulares en faja de defensa de costas,Sin Dato,Sin Dato,OSE,Sin Dato
2023-06-01,Web,Maldonado,Otras actividades irregulares en faja de defensa de costas,Sin Dato,Sin Dato,OSE,Sin Dato
2023-06-01,Web,Maldonado,Otras actividades irregulares en faja de defensa de costas,Sin Dato,Sin Dato,OSE,Sin Dato
2023-06-01,Web,Canelones,Residuos asimilables a urbanos,Sin Dato,Sin Dato,GD-Canelones,Sin Dato
2023-05-21,Web,Montevideo,Residuos asimilables a urbanos,Sin Dato,Sin Dato,GD-Montevideo,Sin Dato
2023-05-22,Web,Montevideo,Residuos asimilables a urbanos,Sin Dato,Sin Dato,GD-Montevideo,Sin Dato
2023-05-22,Web,Montevideo,Residuos asimilables a urbanos,Sin Dato,Sin Dato,GD-Montevideo,Sin Dato
2023-06-01,Web,Maldonado,Afectación de humedales y/o áreas de interés ecosistémico,Sin Dato,Sin Dato,GD-Maldonado,Sin Dato
2023-06-01,Web,Montevideo,"Vertidos de efluentes de locales comerciales, residencias",Sin Dato,Sin Dato,OSE,Sin Dato
2023-06-01,Web,Montevideo,Otras actividades irregulares en faja de defensa de costas,Sin Dato,Sin Dato,GD-Montevideo,Sin Dato
2023-06-02,Web,Montevideo,Residuos asimilables a urbanos,Sin Dato,Sin Dato,GD-Montevideo,Sin Dato
2023-06-02,Web,Canelones,Vertidos de efluentes industriales,Sin Dato,Sin Dato,Sin Dato,Sin Dato
2023-06-04,Correo electrónico,Rocha,Construcciones irregulares en faja de defensa de costas,Sin Dato,Sin Dato,Sin Dato,Sin Dato
2023-06-03,Web,Canelones,Ruidos de comercios y residencias. Otros ruidos,Sin Dato,Sin Dato,GD-Canelones,Sin Dato
2023-06-03,Web,Canelones,Ruidos de comercios y residencias. Otros ruidos,Sin Dato,Sin Dato,GD-Canelones,Sin Dato
2023-06-04,Web,Rocha,Contaminación por agroquímicos,Sin Dato,Sin Dato,MGAP-DGSA,MSP
2023-06-04,Web,Rocha,Contaminación por agroquímicos,Sin Dato,Sin Dato,MGAP-DGSA,MSP
2023-06-05,Web,Maldonado,Afectación de humedales y/o áreas de interés ecosistémico,Sin Dato,Sin Dato,GD-Maldonado,Sin Dato
2023-06-06,Web,Montevideo,"Vertidos de efluentes de locales comerciales, residencias",Sin Dato,Sin Dato,GD-Montevideo,Sin Dato
2023-06-06,Web,Maldonado,Ruidos de comercios y residencias. Otros ruidos,Sin Dato,Sin Dato,Sin Dato,Sin Dato
2023-06-06,Web,Montevideo,Otros,Sin Dato,Sin Dato,GD-Montevideo,Sin Dato
2023-06-07,Web,Montevideo,"Vertidos de efluentes de locales comerciales, residencias",Sin Dato,Sin Dato,GD-Montevideo,Sin Dato
2023-06-07,Web,Rocha,Otras actividades irregulares en faja de defensa de costas,Sin Dato,Sin Dato,Sin Dato,Sin Dato
2023-06-08,Correo electrónico,Tacuarembó,Otros,Sin Dato,Sin Dato,GD-Tacuarembó,Sin Dato
2023-06-09,Correo electrónico,Maldonado,Afectación de humedales y/o áreas de interés ecosistémico,Sin Dato,Sin Dato,Sin Dato,Sin Dato
2023-06-09,Web,Canelones,Extracción de horizontes de suelo,Sin Dato,Sin Dato,Sin Dato,Sin Dato
2023-06-09,Web,Canelones,"Vertidos de efluentes de locales comerciales, residencias",Sin Dato,Sin Dato,GD-Canelones,Sin Dato
2023-06-09,Web,Soriano,"Vertidos de efluentes de locales comerciales, residencias",Sin Dato,Sin Dato,GD-Soriano,Sin Dato
2023-06-10,Web,Salto,"Olores molestos provenientes de industrias, saneamiento, establecimientos de engorde a corral, vertederos,gestores de residuos, otros",Sin Dato,Sin Dato,Sin Dato,Sin Dato
2023-06-12,Teléfono,Durazno,Mortandad de peces,Sin Dato,Sin Dato,,Sin Dato
2023-06-12,Teléfono,Rocha,Afectación de humedales y/o áreas de interés ecosistémico,Sin Dato,Sin Dato,GD-Rocha,Sin Dato
2023-06-12,Teléfono,Montevideo,"Caza, tenencia y venta ilegal de fauna",Sin Dato,Sin Dato,Sin Dato,Sin Dato
2023-06-12,Web,Rocha,Otras actividades irregulares en faja de defensa de costas,Sin Dato,Sin Dato,Sin Dato,Sin Dato
2023-06-13,Web,Canelones,Vertidos de efluentes industriales,Sin Dato,Sin Dato,Sin Dato,Sin Dato
2023-06-13,Web,Montevideo,Emisiones de chimenea y polvo (material particulado) de industrias,Sin Dato,Sin Dato,Sin Dato,Sin Dato
2023-06-13,Web,Canelones,"Olores molestos provenientes de industrias, saneamiento, establecimientos de engorde a corral, vertederos,gestores de residuos, otros",Sin Dato,Sin Dato,OSE,Sin Dato
2023-06-13,Web,Rocha,Construcciones irregulares en faja de defensa de costas,Sin Dato,Sin Dato,Sin Dato,Sin Dato
2023-06-13,Web,Rocha,Otras actividades irregulares en faja de defensa de costas,Sin Dato,Sin Dato,Sin Dato,Sin Dato
2023-06-13,Web,Maldonado,Tala de Monte Nativo y/o otras especies autóctonas,Sin Dato,Sin Dato,GD-Maldonado,Sin Dato
2023-06-13,Web,Montevideo,Residuos asimilables a urbanos,Sin Dato,Sin Dato,GD-Montevideo,Sin Dato
2023-06-15,Web,Canelones,Residuos asimilables a urbanos,Sin Dato,Sin Dato,GD-Canelones,Sin Dato
2023-06-15,Web,Lavalleja,Extracción de minerales en alvéo de curso de agua,Incumplimiento de la faja de amortiguación en el Río Santa Lucía,Sin Dato,MTOP-DNH,DINAGUA
2023-06-15,Web,Montevideo,Residuos asimilables a urbanos,Sin Dato,Sin Dato,GD-Montevideo,Sin Dato
2023-06-16,Web,Florida,Residuos asimilables a urbanos,Sin Dato,Sin Dato,Sin Dato,Sin Dato
2023-06-16,Web,Canelones,Residuos asimilables a urbanos,Sin Dato,Sin Dato,GD-Canelones,Sin Dato
2023-06-16,Web,Lavalleja,Emisiones de chimenea y polvo (material particulado) de industrias,Sin Dato,Sin Dato,Sin Dato,Sin Dato
2023-06-17,Web,San José,"Olores molestos provenientes de industrias, saneamiento, establecimientos de engorde a corral, vertederos,gestores de residuos, otros",Sin Dato,Sin Dato,GD-Canelones,Sin Dato
2023-06-17,Web,Colonia,"Caza, tenencia y venta ilegal de fauna",Sin Dato,Sin Dato,Sin Dato,Sin Dato
2023-06-17,Web,Maldonado,Otros,Sin Dato,Sin Dato,MTOP-DNV,Sin Dato
2023-06-17,Web,Salto,"Olores molestos provenientes de comercios, residencias",Sin Dato,Sin Dato,GD-Salto,Sin Dato
2023-06-17,Web,Canelones,Ruidos de comercios y residencias. Otros ruidos,Residuos asimilables a urbanos,Sin Dato,GD-Canelones,Sin Dato
2023-06-19,Web,Canelones,Ruidos de comercios y residencias. Otros ruidos,Residuos asimilables a urbanos,Sin Dato,GD-Canelones,Sin Dato
2023-06-19,Web,Canelones,Ruidos de comercios y residencias. Otros ruidos,Residuos asimilables a urbanos,Sin Dato,GD-Canelones,Sin Dato
2023-06-19,Web,Montevideo,"Vertidos de efluentes de locales comerciales, residencias",Sin Dato,Sin Dato,GD-Montevideo,Sin Dato
2023-06-19,Web,Montevideo,Ruidos de industrias,Sin Dato,Sin Dato,GD-Montevideo,MSP
2023-06-17,Web,San José,Residuos asimilables a urbanos,Sin Dato,Sin Dato,GD-San José,Sin Dato
2023-06-20,Teléfono,Maldonado,"Caza, tenencia y venta ilegal de fauna",Sin Dato,Sin Dato,Sin Dato,Sin Dato
2023-06-20,Web,San José,Ruidos de comercios y residencias. Otros ruidos,Sin Dato,Sin Dato,GD-San José,Sin Dato
2023-06-23,Web,Cerro Largo,Residuos asimilables a urbanos,Sin Dato,Sin Dato,GD-Cerro Largo,Sin Dato
2023-06-23,Web,Maldonado,Contaminación por agroquímicos,Sin Dato,Sin Dato,MGAP-DGSA,MSP
2023-06-22,Web,Maldonado,Afectación de humedales y/o áreas de interés ecosistémico,Sin Dato,Sin Dato,Sin Dato,Sin Dato
2023-06-25,Web,Treinta y Tres,Contaminación cuerpo de agua,"Vertidos de efluentes de locales comerciales, residencias",Sin Dato,Sin Dato,Sin Dato
2023-06-24,Web,San José,Residuos asimilables a urbanos,Sin Dato,Sin Dato,GD-San José,Sin Dato
2023-06-24,Web,Paysandú,Ruidos de comercios y residencias. Otros ruidos,Sin Dato,Sin Dato,GD-Paysandú,Sin Dato
2023-06-23,Web,Canelones,Extracción de minerales en alvéo de curso de agua,Sin Dato,Sin Dato,Sin Dato,Sin Dato
2023-06-26,Teléfono,San José,Vertidos de efluentes industriales,Sin Dato,Sin Dato,Sin Dato,Sin Dato
2023-06-26,Web,Florida,Otros,Sin Dato,Sin Dato,Sin Dato,Sin Dato
2023-06-26,Web,Montevideo,"Caza, tenencia y venta ilegal de fauna",Sin Dato,Sin Dato,Sin Dato,Sin Dato
2023-06-26,Web,Montevideo,Otros,Sin Dato,Sin Dato,GD-Montevideo,Sin Dato
2023-06-26,Web,Canelones,Otros,Sin Dato,Sin Dato,GD-Canelones,Sin Dato
2023-06-26,Web,Maldonado,Residuos asimilables a urbanos,Sin Dato,Sin Dato,GD-Maldonado,Sin Dato
2023-06-26,Web,Maldonado,Residuos asimilables a urbanos,Sin Dato,Sin Dato,GD-Maldonado,Sin Dato
2023-06-26,Web,Canelones,Residuos asimilables a urbanos,Sin Dato,Sin Dato,GD-Canelones,Sin Dato
2023-06-26,Web,Maldonado,"Caza, tenencia y venta ilegal de fauna",Sin Dato,Sin Dato,Sin Dato,Sin Dato
