Fecha denuncia,Via de ingreso,Departamento,Motivo 1,Motivo 2,Motivo 3,Derivacion ext 1,Derivacion ext 2
2023-09-06,Web,Tacuarembó,Afectación de humedales y/o áreas de interés ecosistémico,Sin Dato,Sin Dato,Sin Dato,Sin Dato
2023-09-06,Web,Tacuarembó,Afectación de humedales y/o áreas de interés ecosistémico,Sin Dato,Sin Dato,Sin Dato,Sin Dato
2023-09-06,Web,Tacuarembó,Afectación de humedales y/o áreas de interés ecosistémico,Sin Dato,Sin Dato,Sin Dato,Sin Dato
2023-09-06,Web,Colonia,Otras actividades irregulares en faja de defensa de costas,Sin Dato,Sin Dato,PNN,Sin Dato
2023-09-06,Web,Colonia,Vertidos de efluentes industriales,Sin Dato,Sin Dato,Sin Dato,Sin Dato
2023-09-06,Web,Colonia,Vertidos de efluentes industriales,Sin Dato,Sin Dato,Sin Dato,Sin Dato
2023-09-06,Web,Tacuarembó,Afectación de humedales y/o áreas de interés ecosistémico,Sin Dato,Sin Dato,Sin Dato,Sin Dato
2023-09-06,Web,Tacuarembó,Afectación de humedales y/o áreas de interés ecosistémico,Sin Dato,Sin Dato,Sin Dato,Sin Dato
2023-09-06,Web,Tacuarembó,Afectación de humedales y/o áreas de interés ecosistémico,Sin Dato,Sin Dato,Sin Dato,Sin Dato
2023-09-06,Web,Tacuarembó,Afectación de humedales y/o áreas de interés ecosistémico,Sin Dato,Sin Dato,Sin Dato,Sin Dato
2023-09-06,Web,Tacuarembó,Afectación de humedales y/o áreas de interés ecosistémico,Sin Dato,Sin Dato,Sin Dato,Sin Dato
2023-09-07,Web,Maldonado,Tala de Monte Nativo y/o otras especies autóctonas,Sin Dato,Sin Dato,GD-Maldonado,Sin Dato
2023-09-07,Web,Artigas,Contaminación cuerpo de agua,Sin Dato,Sin Dato,MGAP-DINARA,Sin Dato
2023-09-08,Web,Salto,Residuos asimilables a urbanos,Sin Dato,Sin Dato,GD-Salto,Sin Dato
2023-09-08,Web,Tacuarembó,Afectación de humedales y/o áreas de interés ecosistémico,Sin Dato,Sin Dato,Sin Dato,Sin Dato
2023-09-07,Correo electrónico,Maldonado,Otras actividades irregulares en faja de defensa de costas,Sin Dato,Sin Dato,Sin Dato,Sin Dato
2023-09-08,Web,Maldonado,"Vertidos de efluentes de locales comerciales, residencias",Sin Dato,Sin Dato,GD-Maldonado,Sin Dato
2023-09-08,Web,Maldonado,Otros,Sin Dato,Sin Dato,Sin Dato,Sin Dato
2023-09-08,Web,Maldonado,Otras actividades irregulares en faja de defensa de costas,Sin Dato,Sin Dato,Sin Dato,Sin Dato
2023-09-09,Web,Maldonado,Afectación de humedales y/o áreas de interés ecosistémico,Sin Dato,Sin Dato,GD-Maldonado,Sin Dato
2023-09-10,Web,Maldonado,Otros,Sin Dato,Sin Dato,Sin Dato,Sin Dato
2023-09-09,Web,Canelones,Otros,Sin Dato,Sin Dato,GD-Canelones,Sin Dato
2023-09-10,Web,Montevideo,"Olores molestos provenientes de industrias, saneamiento, establecimientos de engorde a corral, vertederos,gestores de residuos, otros",Sin Dato,Sin Dato,GD-Montevideo,Sin Dato
2023-09-11,Web,Maldonado,Extracción de horizontes de suelo,Sin Dato,Sin Dato,MIEM-DINAMIGE,Sin Dato
2023-09-11,Correo electrónico,Rocha,Otras actividades irregulares en faja de defensa de costas,Sin Dato,Sin Dato,PNN,Sin Dato
2023-09-11,Correo electrónico,Rocha,Otras actividades irregulares en faja de defensa de costas,Sin Dato,Sin Dato,PNN,Sin Dato
2023-09-11,Web,Rocha,Otras actividades irregulares en faja de defensa de costas,Sin Dato,Sin Dato,PNN,Sin Dato
2023-09-11,Web,Rocha,Otras actividades irregulares en faja de defensa de costas,Sin Dato,Sin Dato,PNN,Sin Dato
2023-09-11,Web,Rocha,Otras actividades irregulares en faja de defensa de costas,Sin Dato,Sin Dato,PNN,Sin Dato
2023-09-11,Web,Rocha,Otras actividades irregulares en faja de defensa de costas,Sin Dato,Sin Dato,PNN,Sin Dato
2023-09-11,Web,Canelones,Tala de Monte Nativo y/o otras especies autóctonas,Sin Dato,Sin Dato,GD-Canelones,Sin Dato
2023-09-11,Web,Rocha,Otras actividades irregulares en faja de defensa de costas,Sin Dato,Sin Dato,PNN,Sin Dato
2023-09-11,Web,N/A - (No aplica),"Caza, tenencia y venta ilegal de fauna",Sin Dato,Sin Dato,Sin Dato,Sin Dato
2023-09-11,Web,Rocha,Otras actividades irregulares en faja de defensa de costas,Sin Dato,Sin Dato,PNN,Sin Dato
2023-09-12,Web,Canelones,Residuos asimilables a urbanos,Sin Dato,Sin Dato,GD-Canelones,Sin Dato
2023-09-12,Web,Montevideo,Ruidos de comercios y residencias. Otros ruidos,Sin Dato,Sin Dato,GD-Montevideo,Sin Dato
2023-09-12,Web,Montevideo,Ruidos de comercios y residencias. Otros ruidos,Sin Dato,Sin Dato,GD-Montevideo,Sin Dato
2023-09-12,Correo electrónico,Montevideo,Emisiones de chimenea y polvo (material particulado) de industrias,Sin Dato,Sin Dato,MSP,Sin Dato
2023-09-12,Web,Rocha,Otras actividades irregulares en faja de defensa de costas,Sin Dato,Sin Dato,PNN,Sin Dato
2023-09-13,Web,Montevideo,"Olores molestos provenientes de comercios, residencias",Sin Dato,Sin Dato,GD-Montevideo,Sin Dato
2023-09-14,Web,Canelones,Contaminación cuerpo de agua,Sin Dato,Sin Dato,GD-Canelones,Sin Dato
2023-09-14,Web,Montevideo,Construcciones irregulares en faja de defensa de costas,Sin Dato,Sin Dato,GD-Montevideo,PNN
2023-09-14,Web,Colonia,Construcciones irregulares en faja de defensa de costas,Sin Dato,Sin Dato,Sin Dato,Sin Dato
2023-09-14,Web,Canelones,Vertidos de efluentes industriales,Sin Dato,Sin Dato,GD-Canelones,Sin Dato
2023-09-14,Web,Salto,Ruidos de comercios y residencias. Otros ruidos,Sin Dato,Sin Dato,GD-Salto,Sin Dato
2023-09-15,Web,Montevideo,Riesgos ambientales por almacenamiento y fraccionamiento de sustancias químicas y/o derrames en la vía pública,Sin Dato,Sin Dato,GD-Montevideo-Desrrollo Ambiental,Sin Dato
2023-09-15,Web,Maldonado,Otros,Sin Dato,Sin Dato,Sin Dato,Sin Dato
2023-09-16,Web,Lavalleja,Ruidos de comercios y residencias. Otros ruidos,Sin Dato,Sin Dato,Sin Dato,Sin Dato
2023-09-16,Web,Canelones,"Olores molestos provenientes de comercios, residencias",Sin Dato,Sin Dato,GD-Canelones,Sin Dato
2023-09-16,Web,Canelones,Otros,Sin Dato,Sin Dato,GD-Canelones,Sin Dato
2023-09-17,Web,Rocha,Afectación de humedales y/o áreas de interés ecosistémico,Sin Dato,Sin Dato,MTOP-DNV,Sin Dato
2023-09-17,Web,Maldonado,Contaminación cuerpo de agua,Sin Dato,Sin Dato,Sin Dato,Sin Dato
2023-09-18,Correo electrónico,Rocha,Otros,Sin Dato,Sin Dato,Sin Dato,Sin Dato
2023-09-19,Web,Maldonado,Residuos asimilables a urbanos,Sin Dato,Sin Dato,GD-Maldonado,Sin Dato
2023-09-19,Web,Lavalleja,"Caza, tenencia y venta ilegal de fauna",Sin Dato,Sin Dato,Sin Dato,Sin Dato
2023-09-20,Web,Florida,"Residuos industriales, especiales y otros",Sin Dato,Sin Dato,Sin Dato,Sin Dato
2023-09-20,Web,Canelones,"Caza, tenencia y venta ilegal de fauna",Sin Dato,Sin Dato,Sin Dato,Sin Dato
2023-09-20,Web,Montevideo,"Residuos industriales, especiales y otros",Sin Dato,Sin Dato,GD-Montevideo,Sin Dato
2023-09-21,Correo electrónico,Montevideo,"Emisiones de chimenea hoteles, residencias, comercios",Sin Dato,Sin Dato,GD-Montevideo,Sin Dato
2023-09-22,Web,Cerro Largo,"Caza, tenencia y venta ilegal de fauna",Sin Dato,Sin Dato,Sin Dato,Sin Dato
2023-09-22,Web,Cerro Largo,"Caza, tenencia y venta ilegal de fauna",Sin Dato,Sin Dato,Sin Dato,Sin Dato
2023-09-21,Web,Maldonado,Otras actividades irregulares en faja de defensa de costas,Sin Dato,Sin Dato,Sin Dato,Sin Dato
2023-09-22,Web,Rocha,"Vertidos de efluentes de locales comerciales, residencias",Sin Dato,Sin Dato,GD-Rocha,Sin Dato
2023-09-22,Web,Montevideo,"Caza, tenencia y venta ilegal de fauna",Sin Dato,Sin Dato,Sin Dato,Sin Dato
2023-09-24,Web,San José,"Vertidos de efluentes de locales comerciales, residencias",Sin Dato,Sin Dato,GD-San José,Sin Dato
2023-09-24,Web,San José,"Vertidos de efluentes de locales comerciales, residencias",Sin Dato,Sin Dato,GD-San José,Sin Dato
2023-09-25,Web,Río Negro,"Extracción de minerales en canteras, faja defensa de costas, área fiscal",Sin Dato,Sin Dato,MIEM-DINAMIGE,Sin Dato
2023-09-26,Web,Montevideo,"Residuos industriales, especiales y otros",Sin Dato,Sin Dato,Sin Dato,Sin Dato
2023-09-27,Correo electrónico,Durazno,Ruidos de industrias,Sin Dato,Sin Dato,Sin Dato,Sin Dato
2023-09-27,Web,Rocha,"Olores molestos provenientes de comercios, residencias",Sin Dato,Sin Dato,GD-Rocha,Sin Dato
2023-09-26,Web,Salto,Tala de Monte Nativo y/o otras especies autóctonas,Sin Dato,Sin Dato,GD-Salto,Sin Dato
2023-09-28,Web,San José,"Vertidos de efluentes de locales comerciales, residencias",Sin Dato,Sin Dato,GD-San José,Sin Dato
2023-09-28,Web,Montevideo,"Olores molestos provenientes de industrias, saneamiento, establecimientos de engorde a corral, vertederos,gestores de residuos, otros",Sin Dato,Sin Dato,GD-Montevideo SIME,Sin Dato
2023-09-28,Web,Cerro Largo,Extracción de horizontes de suelo,Sin Dato,Sin Dato,MIEM-DINAMIGE,Sin Dato
2023-09-28,Web,Florida,Vertidos de efluentes industriales,Sin Dato,Sin Dato,MGAP-DINARA,Sin Dato
2023-09-29,Web,Soriano,"Caza, tenencia y venta ilegal de fauna",Sin Dato,Sin Dato,Sin Dato,Sin Dato
2023-09-29,Web,Cerro Largo,"Olores molestos provenientes de comercios, residencias",Sin Dato,Sin Dato,GD-Cerro Largo,Sin Dato
2023-09-29,Web,Canelones,"Olores molestos provenientes de comercios, residencias",Sin Dato,Sin Dato,GD-Canelones,Sin Dato
2023-09-30,Web,Canelones,Ruidos de comercios y residencias. Otros ruidos,Sin Dato,Sin Dato,Sin Dato,Sin Dato
2023-10-01,Web,Salto,"Caza, tenencia y venta ilegal de fauna",Sin Dato,Sin Dato,Sin Dato,Sin Dato
2023-10-02,Web,Montevideo,Emisiones de chimenea y polvo (material particulado) de industrias,Sin Dato,Sin Dato,MTSS,Sin Dato
2023-10-02,Web,Montevideo,Residuos asimilables a urbanos,Sin Dato,Sin Dato,GD-Montevideo,Sin Dato
2023-10-02,Web,Maldonado,Contaminación por agroquímicos,Sin Dato,Sin Dato,Sin Dato,Sin Dato
2023-10-02,Web,Maldonado,Otros,Sin Dato,Sin Dato,Sin Dato,Sin Dato
2023-10-02,Web,Tacuarembó,"Caza, tenencia y venta ilegal de fauna",Sin Dato,Sin Dato,Sin Dato,Sin Dato
2023-09-26,Reguladora de trámite,Maldonado,Construcciones irregulares en faja de defensa de costas,Sin Dato,Sin Dato,PNN,GD-Maldonado
2023-10-03,Web,Canelones,Otros,Sin Dato,Sin Dato,MGAP,Sin Dato
2023-10-03,Web,Canelones,"Vertidos de efluentes de locales comerciales, residencias",Sin Dato,Sin Dato,GD-Canelones,Sin Dato
2023-10-03,Web,Colonia,"Olores molestos provenientes de industrias, saneamiento, establecimientos de engorde a corral, vertederos,gestores de residuos, otros",Sin Dato,Sin Dato,Sin Dato,Sin Dato
2023-10-03,Web,Montevideo,Otros,Sin Dato,Sin Dato,GD-Montevideo,Sin Dato
2023-10-03,Web,Florida,Otros,Sin Dato,Sin Dato,Sin Dato,Sin Dato
2023-10-03,Web,Cerro Largo,Contaminación cuerpo de agua,Sin Dato,Sin Dato,Sin Dato,Sin Dato
2023-10-04,Web,Durazno,Contaminación cuerpo de agua,Sin Dato,Sin Dato,GD-Durazno,Sin Dato
2023-10-04,Web,Rocha,Afectación de humedales y/o áreas de interés ecosistémico,Sin Dato,Sin Dato,MTOP-DNV,Sin Dato
2023-10-04,Web,Rocha,Construcciones irregulares en faja de defensa de costas,Sin Dato,Sin Dato,Sin Dato,Sin Dato
2023-09-15,Correo electrónico,Maldonado,Afectación de humedales y/o áreas de interés ecosistémico,Sin Dato,Sin Dato,Sin Dato,Sin Dato
2023-10-05,Personal,Canelones,Otros,Sin Dato,Sin Dato,DINAGUA,Sin Dato
2023-10-05,Web,Cerro Largo,Vertidos de efluentes industriales,Sin Dato,Sin Dato,Sin Dato,Sin Dato
2023-10-06,Web,Rocha,Tala de Monte Nativo y/o otras especies autóctonas,Sin Dato,Sin Dato,Sin Dato,Sin Dato
2023-10-06,Web,Rocha,Tala de Monte Nativo y/o otras especies autóctonas,Sin Dato,Sin Dato,Sin Dato,Sin Dato
2023-10-06,Web,Rocha,Contaminación por agroquímicos,Sin Dato,Sin Dato,Sin Dato,Sin Dato
2023-10-06,Web,Rivera,"Extracción de minerales en canteras, faja defensa de costas, área fiscal",Sin Dato,Sin Dato,GD-Rivera,Sin Dato
2023-10-06,Web,Montevideo,Otros,Sin Dato,Sin Dato,GD-Montevideo SIME,Sin Dato
2023-10-06,Web,Cerro Largo,"Vertidos de efluentes de locales comerciales, residencias",Sin Dato,Sin Dato,GD-Cerro Largo,Sin Dato
2023-10-07,Web,San José,"Olores molestos provenientes de industrias, saneamiento, establecimientos de engorde a corral, vertederos,gestores de residuos, otros",Sin Dato,Sin Dato,GD-San José,Sin Dato
2023-10-08,Web,Montevideo,"Olores molestos provenientes de comercios, residencias",Sin Dato,Sin Dato,GD-Montevideo,Sin Dato
2023-10-09,Web,Salto,"Caza, tenencia y venta ilegal de fauna",Sin Dato,Sin Dato,Sin Dato,Sin Dato
2023-10-09,Web,Paysandú,Residuos asimilables a urbanos,Sin Dato,Sin Dato,GD-Paysandú,Sin Dato
2023-10-09,Web,Río Negro,Otras actividades irregulares en faja de defensa de costas,Sin Dato,Sin Dato,PNN,Sin Dato
2023-10-09,Web,Montevideo,"Caza, tenencia y venta ilegal de fauna",Sin Dato,Sin Dato,Sin Dato,Sin Dato
2023-10-09,Web,San José,Vertidos de efluentes industriales,Sin Dato,Sin Dato,Sin Dato,Sin Dato
2023-10-09,Web,Florida,Otros,Sin Dato,Sin Dato,DINAGUA,Sin Dato
2023-10-09,Web,Montevideo,Residuos asimilables a urbanos,Sin Dato,Sin Dato,GD-Montevideo,Sin Dato
2023-10-10,Web,Maldonado,Otros,Sin Dato,Sin Dato,Sin Dato,Sin Dato
2023-10-10,Web,Colonia,Ruidos de comercios y residencias. Otros ruidos,Sin Dato,Sin Dato,GD-Colonia,Sin Dato
2023-10-10,Web,Montevideo,Otros,Sin Dato,Sin Dato,GD-Montevideo,Sin Dato
2023-10-10,Web,Canelones,"Olores molestos provenientes de industrias, saneamiento, establecimientos de engorde a corral, vertederos,gestores de residuos, otros",Sin Dato,Sin Dato,Sin Dato,Sin Dato
2023-10-11,Web,Maldonado,Tala de Monte Nativo y/o otras especies autóctonas,Sin Dato,Sin Dato,MGAP-Dir. Forestal,Sin Dato
2023-10-11,Web,Colonia,Residuos asimilables a urbanos,Sin Dato,Sin Dato,GD-Colonia,Sin Dato
2023-10-11,Web,Maldonado,Otros,Sin Dato,Sin Dato,Sin Dato,Sin Dato
2023-10-11,Web,Colonia,Otras actividades irregulares en faja de defensa de costas,Sin Dato,Sin Dato,PNN,Sin Dato
2023-10-12,Web,Maldonado,"Vertidos de efluentes de locales comerciales, residencias",Sin Dato,Sin Dato,GD-Maldonado,Sin Dato
2023-10-13,Correo electrónico,San José,Vertidos de efluentes industriales,Sin Dato,Sin Dato,Sin Dato,Sin Dato
2023-10-13,Web,Río Negro,Emisiones de chimenea y polvo (material particulado) de industrias,Sin Dato,Sin Dato,Sin Dato,Sin Dato
2023-10-12,Correo electrónico,Maldonado,Afectación de humedales y/o áreas de interés ecosistémico,Sin Dato,Sin Dato,Sin Dato,Sin Dato
2023-10-13,Teléfono,San José,Vertidos de efluentes industriales,Sin Dato,Sin Dato,Sin Dato,Sin Dato
2023-10-13,Web,Montevideo,Ruidos de comercios y residencias. Otros ruidos,Sin Dato,Sin Dato,GD-Montevideo,Sin Dato
2023-10-14,Web,Maldonado,Otros,Sin Dato,Sin Dato,GD-Maldonado,Sin Dato
2023-10-15,Web,Montevideo,Residuos asimilables a urbanos,Sin Dato,Sin Dato,Sin Dato,Sin Dato
2023-10-15,Web,Canelones,"Olores molestos provenientes de industrias, saneamiento, establecimientos de engorde a corral, vertederos,gestores de residuos, otros",Sin Dato,Sin Dato,Sin Dato,Sin Dato
2023-10-15,Web,Maldonado,"Vertidos de efluentes de locales comerciales, residencias",Sin Dato,Sin Dato,GD-Maldonado,OSE
2023-10-16,Web,Maldonado,Construcciones irregulares en faja de defensa de costas,Sin Dato,Sin Dato,Sin Dato,Sin Dato
2023-10-16,Web,San José,Vertidos de efluentes industriales,Sin Dato,Sin Dato,Sin Dato,Sin Dato
2023-10-16,Web,San José,Vertidos de efluentes industriales,Sin Dato,Sin Dato,Sin Dato,Sin Dato
2023-10-17,Web,Montevideo,Ruidos de comercios y residencias. Otros ruidos,Sin Dato,Sin Dato,Sin Dato,Sin Dato
2023-10-17,Web,Lavalleja,Afectación de humedales y/o áreas de interés ecosistémico,Sin Dato,Sin Dato,Sin Dato,Sin Dato
2023-10-17,Web,Colonia,Afectación de humedales y/o áreas de interés ecosistémico,Sin Dato,Sin Dato,Sin Dato,Sin Dato
2023-10-17,Web,Lavalleja,Afectación de humedales y/o áreas de interés ecosistémico,Sin Dato,Sin Dato,Sin Dato,Sin Dato
2023-10-18,Correo electrónico,Cerro Largo,"Extracción de minerales en canteras, faja defensa de costas, área fiscal",Sin Dato,Sin Dato,Sin Dato,Sin Dato
2023-10-18,Web,Canelones,Residuos asimilables a urbanos,Sin Dato,Sin Dato,GD-Canelones,Sin Dato
2023-10-13,Web,Río Negro,Otros,Sin Dato,Sin Dato,Sin Dato,Sin Dato
2023-10-17,Web,Canelones,Extracción de horizontes de suelo,Sin Dato,Sin Dato,MGAP-RENARE,Sin Dato
2023-10-19,Web,Canelones,Contaminación cuerpo de agua,Sin Dato,Sin Dato,MGAP-DGSA,Sin Dato
2023-10-19,Web,Canelones,Contaminación cuerpo de agua,Sin Dato,Sin Dato,MGAP-DGSA,Sin Dato
2023-10-19,Web,San José,Residuos asimilables a urbanos,Ruidos de comercios y residencias. Otros ruidos,Sin Dato,GD-San José,Sin Dato
2023-10-20,Correo electrónico,Maldonado,Otras actividades irregulares en faja de defensa de costas,Sin Dato,Sin Dato,GD-Maldonado,PNN
2023-10-20,Web,Tacuarembó,Ruidos de comercios y residencias. Otros ruidos,Sin Dato,Sin Dato,GD-Tacuarembó,Sin Dato
2023-10-20,Web,Maldonado,Afectación de humedales y/o áreas de interés ecosistémico,Sin Dato,Sin Dato,Sin Dato,Sin Dato
2023-10-20,Web,Maldonado,Afectación de humedales y/o áreas de interés ecosistémico,Sin Dato,Sin Dato,Sin Dato,Sin Dato
2023-08-02,Web,Canelones,Vertidos de efluentes industriales,Sin Dato,Sin Dato,Sin Dato,Sin Dato
2023-08-02,Web,Canelones,Vertidos de efluentes industriales,Sin Dato,Sin Dato,Sin Dato,Sin Dato
2023-08-02,Web,Canelones,Vertidos de efluentes industriales,Sin Dato,Sin Dato,Sin Dato,Sin Dato
2023-10-20,Web,Maldonado,Otros,Sin Dato,Sin Dato,MGAP-DINARA,PNN
2023-10-20,Web,Maldonado,Contaminación por agroquímicos,Sin Dato,Sin Dato,Sin Dato,Sin Dato
2023-10-21,Web,Maldonado,"Emisiones de chimenea hoteles, residencias, comercios",Sin Dato,Sin Dato,GD-Maldonado,Sin Dato
2023-10-21,Web,San José,Residuos asimilables a urbanos,Sin Dato,Sin Dato,GD-San José,Sin Dato
2023-10-22,Web,Montevideo,Ruidos de comercios y residencias. Otros ruidos,Sin Dato,Sin Dato,GD-Montevideo,Sin Dato
2023-10-23,Web,Rocha,Afectación de humedales y/o áreas de interés ecosistémico,Sin Dato,Sin Dato,Sin Dato,Sin Dato
2023-10-23,Web,San José,Otros,Sin Dato,Sin Dato,Sin Dato,Sin Dato
2023-10-23,Web,Rocha,Otras actividades irregulares en faja de defensa de costas,Sin Dato,Sin Dato,PNN,GD-Rocha
2023-10-23,Correo electrónico,Rocha,Otras actividades irregulares en faja de defensa de costas,Sin Dato,Sin Dato,PNN,GD-Rocha
2023-10-23,Web,Rocha,Otras actividades irregulares en faja de defensa de costas,Sin Dato,Sin Dato,PNN,GD-Rocha
2023-10-23,Web,Rocha,Otras actividades irregulares en faja de defensa de costas,Sin Dato,Sin Dato,PNN,GD-Rocha
2023-10-23,Web,Rocha,Otras actividades irregulares en faja de defensa de costas,Sin Dato,Sin Dato,PNN,GD-Rocha
2023-10-23,Web,Rocha,Otras actividades irregulares en faja de defensa de costas,Sin Dato,Sin Dato,PNN,GD-Rocha
2023-10-23,Web,Rocha,Otras actividades irregulares en faja de defensa de costas,Sin Dato,Sin Dato,PNN,GD-Rocha
2023-10-25,Web,Maldonado,Otros,Sin Dato,Sin Dato,Sin Dato,Sin Dato
2023-10-25,Web,Maldonado,Residuos asimilables a urbanos,Sin Dato,Sin Dato,GD-Maldonado,Sin Dato
2023-10-26,Web,Colonia,Tala de Monte Nativo y/o otras especies autóctonas,Sin Dato,Sin Dato,MGAP-Dir. Forestal,Sin Dato
2023-10-26,Web,Canelones,Ruidos de comercios y residencias. Otros ruidos,Sin Dato,Sin Dato,GD-Canelones,Sin Dato
2023-10-26,Web,San José,Emisiones de chimenea y polvo (material particulado) de industrias,Sin Dato,Sin Dato,MSP,Sin Dato
2023-10-27,Web,Colonia,Otras actividades irregulares en faja de defensa de costas,Sin Dato,Sin Dato,Sin Dato,Sin Dato
2023-10-27,Web,Tacuarembó,"Extracción de minerales en canteras, faja defensa de costas, área fiscal",Sin Dato,Sin Dato,Sin Dato,Sin Dato
2023-10-27,Web,Tacuarembó,Vertidos de efluentes industriales,Sin Dato,Sin Dato,Sin Dato,Sin Dato
2023-10-27,Web,Canelones,Residuos asimilables a urbanos,Sin Dato,Sin Dato,GD-Canelones,Sin Dato
2023-10-27,Web,Soriano,Contaminación por agroquímicos,Sin Dato,Sin Dato,Sin Dato,Sin Dato
2023-10-27,Web,Soriano,Contaminación por agroquímicos,Sin Dato,Sin Dato,Sin Dato,Sin Dato
2023-10-28,Web,Artigas,Ruidos de comercios y residencias. Otros ruidos,Sin Dato,Sin Dato,Sin Dato,Sin Dato
2023-10-28,Web,Montevideo,Residuos asimilables a urbanos,Sin Dato,Sin Dato,GD-Montevideo,Sin Dato
2023-10-28,Web,Rivera,Ruidos de comercios y residencias. Otros ruidos,Sin Dato,Sin Dato,GD-Rivera,Sin Dato
2023-10-28,Web,Maldonado,Residuos asimilables a urbanos,Sin Dato,Sin Dato,GD-Maldonado,Sin Dato
2023-10-28,Web,Maldonado,Residuos asimilables a urbanos,Sin Dato,Sin Dato,GD-Maldonado,Sin Dato
2023-10-29,Web,Florida,Ruidos de comercios y residencias. Otros ruidos,Sin Dato,Sin Dato,GD-Florida,Sin Dato
2023-10-29,Web,Montevideo,Residuos asimilables a urbanos,Sin Dato,Sin Dato,GD-Montevideo,Sin Dato
2023-10-29,Personal,Canelones,Otros,Sin Dato,Sin Dato,Sin Dato,Sin Dato
2023-10-29,Web,Canelones,"Caza, tenencia y venta ilegal de fauna",Sin Dato,Sin Dato,Sin Dato,Sin Dato
2023-10-30,Web,Rocha,Otras actividades irregulares en faja de defensa de costas,Sin Dato,Sin Dato,Sin Dato,Sin Dato
2023-10-30,Web,Rocha,Otras actividades irregulares en faja de defensa de costas,Sin Dato,Sin Dato,Sin Dato,Sin Dato
2023-10-30,Web,Montevideo,"Olores molestos provenientes de industrias, saneamiento, establecimientos de engorde a corral, vertederos,gestores de residuos, otros",Vertidos de efluentes industriales,Sin Dato,MSP,Sin Dato
2023-10-31,Web,Rocha,Otras actividades irregulares en faja de defensa de costas,Sin Dato,Sin Dato,Sin Dato,Sin Dato
2023-10-31,Web,Maldonado,"Extracción de minerales en canteras, faja defensa de costas, área fiscal",Sin Dato,Sin Dato,DINAGUA,GD-Maldonado
2023-10-31,Web,Maldonado,Otras actividades irregulares en faja de defensa de costas,Sin Dato,Sin Dato,Sin Dato,Sin Dato
2023-11-01,Web,Canelones,Residuos,Sin Dato,Sin Dato,Sin Dato,Sin Dato
2023-11-03,Web,Maldonado,Otras actividades irregulares en faja de defensa de costas,Sin Dato,Sin Dato,Sin Dato,Sin Dato
2023-11-04,Web,Montevideo,Otros,Sin Dato,Sin Dato,GD-Montevideo,Sin Dato
2023-11-06,Personal,Maldonado,Otros,Sin Dato,Sin Dato,Sin Dato,Sin Dato
2023-11-06,Web,Florida,Contaminación cuerpo de agua,Sin Dato,Sin Dato,Sin Dato,Sin Dato
2023-11-06,Web,Montevideo,"Vertidos de efluentes de locales comerciales, residencias",Sin Dato,Sin Dato,GD-Montevideo,Sin Dato
2023-11-07,Web,Canelones,"Vertidos de efluentes de locales comerciales, residencias",Sin Dato,Sin Dato,GD-Canelones,Sin Dato
2023-11-08,Web,Salto,"Extracción de minerales en canteras, faja defensa de costas, área fiscal",Sin Dato,Sin Dato,MIEM-DINAMIGE,Sin Dato
2023-11-08,Web,Canelones,"Olores molestos provenientes de comercios, residencias",Sin Dato,Sin Dato,GD-Canelones,Sin Dato
2023-11-09,Web,Montevideo,Otros,Sin Dato,Sin Dato,Sin Dato,Sin Dato
2023-11-09,Web,Tacuarembó,Extracción de horizontes de suelo,Sin Dato,Sin Dato,MIEM-DINAMIGE,Sin Dato
2023-11-09,Web,Cerro Largo,Contaminación cuerpo de agua,Sin Dato,Sin Dato,GD-Cerro Largo,Sin Dato
2023-11-09,Web,Canelones,Incumplimiento de la faja de amortiguación en el Río Santa Lucía,Contaminación por agroquímicos,Sin Dato,MGAP-DGSA,Sin Dato
2023-11-09,Web,Montevideo,Otros,Sin Dato,Sin Dato,DINAGUA,Sin Dato
2023-11-09,Web,Tacuarembó,Vertidos de efluentes industriales,Sin Dato,Sin Dato,Sin Dato,Sin Dato
2023-11-10,Web,Tacuarembó,"Vertidos de efluentes de locales comerciales, residencias",Sin Dato,Sin Dato,GD-Tacuarembó,Sin Dato
2023-11-11,Web,Maldonado,Otros,Sin Dato,Sin Dato,GD-Maldonado,Sin Dato
2023-11-12,Web,Montevideo,"Olores molestos provenientes de industrias, saneamiento, establecimientos de engorde a corral, vertederos,gestores de residuos, otros",Sin Dato,Sin Dato,Sin Dato,Sin Dato
2023-11-13,Web,Rocha,Actividades en Áreas protegidas no autorizadas,Sin Dato,Sin Dato,Sin Dato,Sin Dato
2023-11-13,Web,Colonia,Otras actividades irregulares en faja de defensa de costas,Sin Dato,Sin Dato,Sin Dato,Sin Dato
2023-11-13,Correo electrónico,Canelones,"Caza, tenencia y venta ilegal de fauna",Sin Dato,Sin Dato,Sin Dato,Sin Dato
2023-11-13,Correo electrónico,Canelones,"Caza, tenencia y venta ilegal de fauna",Sin Dato,Sin Dato,Sin Dato,Sin Dato
2023-11-13,Correo electrónico,Canelones,"Caza, tenencia y venta ilegal de fauna",Sin Dato,Sin Dato,Sin Dato,Sin Dato
2023-11-14,Web,Maldonado,Otros,Sin Dato,Sin Dato,GD-Maldonado,Sin Dato
2023-11-14,Web,Lavalleja,Residuos asimilables a urbanos,Sin Dato,Sin Dato,GD-Lavalleja,Sin Dato
2023-11-15,Teléfono,Rocha,Otras actividades irregulares en faja de defensa de costas,Sin Dato,Sin Dato,GD-Rocha,Sin Dato
